restaurant_name,place_id,rating,review_count,price_level,latitude,longitude,matched_sfa_name,hygiene_grade,avg_sentiment,total_reviews,is_michelin,michelin_award
muazss burger,ChIJNzgyYQBz2jERCg1eJ_n_HP4,5,1,,1.4813631,103.6827572,burger king singapore pte. ltd.,A,0.9698,1,FALSE,
right place,ChIJP0Xlmilz2jERON2YcSU-gjQ,3.8,156,,1.4831794,103.6802027,old tea hut (raffles place) pte. ltd.,A,0.77464,5,FALSE,
restoran d'qaseh thai seafood,ChIJbeaSgtVy2jERKwNBwRoSquY,4.2,494,2,1.4801378,103.683183,tian tian fisherman's pier seafood restaurant p l,B,0.90722,5,FALSE,
hau kopitiam hua sheng,ChIJaQ1s89Vy2jERzLeFLr52tAw,3.8,310,,1.4812717,103.6829486,lee wei sheng,B,0.5429,5,FALSE,
old skool burger,ChIJZyoKJXpz2jERsoocKTwoI5k,4.1,7,,1.4802534,103.6832795,burger king singapore pte. ltd.,A,0.6623,5,FALSE,
toast ‘n’ toast taman perling,ChIJC229BNly2jERHDKLQZGsDZ0,3.8,457,2,1.4793404,103.6832431,fun toast pte ltd,A,0.86292,5,FALSE,
太公祖传药膳肉骨茶 tai gong bakkutteh,ChIJ_W_WsXZz2jERJ5SpJOldeJM,3.4,13,,1.4832674,103.6808464,tai fu lou pte ltd,A,-0.29372,5,FALSE,
nyonya treats cuisine restaurant,ChIJPy6RYtVy2jER4jKcTcuCoQg,4.3,639,2,1.4833779,103.680155,imperial treasure fine dining restaurant pte. ltd.,A,0.95666,5,FALSE,
pizza hut,ChIJicNppb9z2jERXlSZYeM8MUk,4.1,361,2,1.4834003,103.6807396,pizza hut singapore pte ltd,A,0.586732,125,FALSE,
gobok malaysia,ChIJ7abEcNVy2jERzhuQQKuWNCw,1,1,,1.4795469,103.6835221,malaysia dairy industries pte ltd,B,0.1471,1,FALSE,
warung krabi,ChIJCV2eAwtz2jERCZKm7w9pAXo,4.4,9,,1.4764158,103.6798098,warung ahbamas pte ltd,A,0.81324,5,FALSE,
azliza tomyam,ChIJ1zhpnNVy2jERe7qHuOWhTjk,3.3,15,,1.4797129,103.6835764,li li,A,0.24344,5,FALSE,
the top bistro,ChIJ87SacdVy2jERRuuF5XRFKMk,3.5,18,,1.479593,103.6836259,the exchange asia square pte ltd,A,0.29736,4,FALSE,
restoran ps indah,ChIJ573DkNVy2jERIOYvBrvkriE,4,135,,1.4806596,103.6835937,amir sultan s/o ps noordhin,Unknown,0.56698,5,FALSE,
restoran nur wana,ChIJu8Kweo5z2jERs2RiILYSECA,3.2,24,,1.4836683,103.6799859,nur sharrimah binte mohamad noor,Unknown,0.36947,9,FALSE,
kafe selatan,ChIJg4hXcdVy2jERDcah1YQO0k0,4.5,183,,1.4797367,103.6836633,mary's kafe by mary gomes private limited,A,0.61806,5,FALSE,
lucky come kopitiam好运来咖啡店,ChIJBzrEU1xz2jER07_16fOfzUs,4.7,6,,1.4837033,103.6805746,lucky cafe & restaurant private limited,B,0.4246,3,FALSE,
nasi lemak ayam berempah,ChIJOVkhCUZz2jERstAYyIHSjeA,,,,1.4814731,103.6834714,yanti nasi padang restaurant pte ltd,B,0,,FALSE,
restoran lau liew,ChIJpwpu8NVy2jERsIAzcYNKCPs,3.6,7,,1.4817616,103.6834236,lau di fang scissors-cut curry rice pte. ltd.,A,0.02652,5,FALSE,
hua zai hong kong barbecue restaurant,ChIJoyEkYgBz2jERNrbipQYxrV8,3.8,45,,1.4838849,103.6804488,leyau yen hong,A,0.45306,5,FALSE,
badzzz-corner,ChIJwy5G4Pdz2jERMU0PlzXiTgg,,,,1.4790278,103.6761833,kampong corner pte. ltd.,Unknown,0,,FALSE,
rull burger,ChIJE9bYfQAN2jERUGhBWcxPOLY,,,,1.475931,103.6793106,burger king singapore pte. ltd.,A,0,,FALSE,
hunter cafe,ChIJA3gJ5l5z2jER2FV_bfpWC2w,4.5,49,,1.4802369,103.6841686,bru cafe pte. ltd.,A,0.8446,5,FALSE,
da shi xi restaurant 大四喜美食閣,ChIJ26VOAV1z2jERjTcEXel583s,4.1,73,,1.4820726,103.6836477,imperial treasure fine dining restaurant pte. ltd.,A,0.73478,5,FALSE,
de ji chicken rice,ChIJuwmU5tVy2jERFcpA1J1dvIY,3.9,8,,1.4820675,103.6836649,texas chicken restaurant pte. ltd.,A,0.0116,3,FALSE,
restoran perling coffee shop,ChIJnQCzFyBz2jERrATpmI2i2pA,3.8,50,,1.4842069,103.680362,the coffee bean & tea leaf (singapore) pte ltd,A,0.50622,5,FALSE,
restoran lima ratus wanton mee,ChIJI2es5tVy2jERCWnFFyro1L0,3.5,59,1,1.482087,103.6836755,wanton pte. ltd.,A,0.09202,5,FALSE,
伍佰美食馆,ChIJnUSa5tVy2jERCRviTfs17jg,3.7,24,,1.4820264,103.6837098,,Unknown,0.49746,5,FALSE,
kedai makan tech kee,ChIJMY5a5tVy2jERPc6JSvquETs,4.2,17,,1.4819475,103.6838037,yu kee duck and noodle house pte. ltd.,A,0.41622,5,FALSE,
warong wak min,ChIJZ9qGfRBz2jER8lgg2BcnerA,,,,1.4783,103.675927,min investments pte. ltd.,A,0,,FALSE,
dian tapai pulut daun pisang,ChIJc0Ermqpz2jER8f4oS0pFy_c,,,,1.4806694,103.6844966,loy boon dian,A,0,,FALSE,
kfc,ChIJ12N1dcBy2jERFpd0fPJEN0Q,4.6,885,2,1.495057,103.7054656,,Unknown,0.207115238,105,FALSE,
marrybrown angsana,ChIJ12N1dcBy2jEROwa2NaZBavg,3.4,142,2,1.495073,103.705666,,Unknown,0.80624,5,FALSE,
domino's uda,ChIJVS7Qu75y2jERkCyM0192R2w,3.5,721,2,1.4923224,103.7104028,seafood paradise (s) pte. ltd.,A,-0.46332,5,FALSE,
mcdonald's ice cream kiosk,ChIJXzFVc8By2jERhYWpTbabOM4,5,1,2,1.49522,103.70538,lam's (singapore) culinary enterprise pte. ltd.,A,0,0,FALSE,
restaurant lanna,ChIJ92-o-b5y2jERIneBp-Op3Ds,,,,1.4936628,103.709259,texas chicken restaurant pte. ltd.,A,0,,FALSE,
seoul garden @ plaza angsana,ChIJYYgvCcBy2jERbqPr1swUbHk,4.6,1965,2,1.4957523,103.7054029,republic plaza city club (singapore) pte ltd,A,0.2463,5,FALSE,
secret recipe angsana plaza,ChIJPcP0B8By2jERm2VEX8Wukag,2.8,155,2,1.4959323,103.7055299,republic plaza city club (singapore) pte ltd,A,0.19842,5,FALSE,
subway angsana,ChIJ-bRO7r9y2jERSFzdIuTKbXM,3.6,47,2,1.4959909,103.7055713,subway harbourfront pte ltd,A,-0.00998,5,FALSE,
wadi doan ( medikleen equi chem trading & service ),ChIJ79IjUr5y2jERsGdFO6xlvSc,3.6,9,,1.4944582,103.709012,satoyu trading pte ltd,B,0.11438,5,FALSE,
kenny rogers roasters plaza angsana,ChIJAQAAQJdt2jERNQq8rN4Hxjc,2,53,2,1.4961197,103.7058697,angsana primary school,Unknown,0.45374,5,FALSE,
restoran anjung selatan,ChIJoQJV1ucS2jER8l_LSEX7xbc,4.1,1113,2,1.4939998,103.7102401,,Unknown,0.46508,5,FALSE,
kedai bak kut teh hin hock,ChIJ18hzfeVy2jER3hzn-GUHOrY,4.3,1388,2,1.4973697,103.7018825,gan hock lim,A,0.94906,5,FALSE,
nasikotak johor bahru,ChIJKbvZVApz2jERcRw_yamJL0s,,,,1.482818,103.692119,tiong bahru yong tao hu pte. ltd.,Unknown,0,,FALSE,
loka loka indonesian food • sutera branch,ChIJp9EuegC52jERMCy5qhQj6Zk,5,2,,1.482874,103.692119,mexican food corp pte. ltd.,A,0.91375,2,FALSE,
restoran d'syaz seafood,ChIJz0daCkQN2jERnwcHDiddkc8,,,,1.4764678,103.6912258,marina live seafood & steamboat pte ltd,B,0,,FALSE,
怡保人鸡丝河粉,ChIJt4GPSABz2jERI12qYo1uN_A,,,,1.4865974,103.6923588,,Unknown,0,,FALSE,
kuali nusantara cafe,ChIJZ5i9AVlz2jERiyycmuXfva4,5,16,,1.4787758,103.6891879,sarika connoisseur cafe pte ltd,A,0.7405,5,FALSE,
restoran azman bin a rahman,ChIJ1UUXFAtz2jER8YkYjSHWmdk,5,1,,1.48999,103.705399,norazad bin dilar,B,-0.296,1,FALSE,
restoran an nizam,ChIJdf1eY8dy2jERf5xinvZUfSs,5,1,,1.48999,103.705399,xi an mian zhuang pte. ltd.,B,0,0,FALSE,
restoran j kebab & beriyani,ChIJRxbWVwBz2jERLOOtxFEEwDo,,,,1.4900952,103.705555,j.i.@.k pte. ltd.,Unknown,0,,FALSE,
ayam korea skudai kiri,ChIJ2YwCTwBz2jER0W8YjaKOCNU,4.5,2,,1.4875667,103.7089232,sri bistari changi village famous ayam penyet pte. ltd.,Unknown,0.3629,1,FALSE,
ayam bakar vanjava/restocafe,ChIJZR0k5E9z2jERBmUKOoYrzsI,4,1,,1.4790092,103.6881955,sri bistari changi village famous ayam penyet pte. ltd.,Unknown,0.4404,1,FALSE,
burger baby,ChIJN9T5RJNz2jERHxtGswc_LAw,,,,1.492164,103.7016149,burger king singapore pte. ltd.,A,0,,FALSE,
warung seri batu puteh nani,ChIJRR7ZaABz2jER3K-9WbE07L8,1,1,,1.4920763,103.7023341,warung k llp,A,0,1,FALSE,
umie noor lontong jdt,ChIJqQ5LZbxz2jEReS_Eh1IaUJQ,5,5,,1.4921743,103.7017905,nur sharrimah binte mohamad noor,Unknown,0.15974,2,FALSE,
mee bandung muar,ChIJuUnoN8Fy2jERwhT69lDtqL0,4.3,119,1,1.4922365,103.7014606,qiu lian ban mee pte ltd,B,0.39516,5,FALSE,
pengkalan 15,ChIJd5bp1Zhv2jERYPpTsEXnCPU,4.8,6,,1.4924767,103.7004784,alan,B,0.2226,2,FALSE,
nasi lemak pink @ pengkalan 15,ChIJz_rTLApz2jERERMQDCU6hm0,5,2,,1.4924767,103.7004784,cherry pink pte. ltd.,Unknown,0.8798,2,FALSE,
din seafood@yongtauhu,ChIJ5RN-0MNy2jER3gDKi6SYRWI,3.8,213,,1.4924326,103.7012061,marina live seafood & steamboat pte ltd,B,0.67298,5,FALSE,
yaman yong taufu,ChIJcSOA2sNy2jERF77N5EYtW1Q,4.1,28,,1.4924419,103.7011886,tan yong boon (chen yongwen),Unknown,0.36914,4,FALSE,
warong pak bujang,ChIJgcG6RMFy2jERi0fuudMhHbU,4,5,,1.492563,103.7007343,warong nasi pariaman(1969) pte. ltd.,A,0.12738,1,FALSE,
ikan bakar perling 柏林烧鱼,ChIJRUuMWtdz2jER-ggMtPHprJ4,4.4,232,,1.4795279,103.6871412,li li,A,0.9221,5,FALSE,
mknburger,ChIJUTaI779z2jERfTJe_XikaNk,,,,1.4907971,103.7069972,,Unknown,0,,FALSE,
warung siput sedut pengkalan rinting,ChIJM7qOYMFy2jERnifqgr2YaWM,4.3,636,2,1.4929213,103.6999355,warung ahbamas pte ltd,A,0.68464,5,FALSE,
warung cik gunong,ChIJP-e-3UBz2jER5EFSO3wI_78,4.5,80,,1.492979,103.6999384,warung m nasir f&b pte ltd,A,0.7061,5,FALSE,
fuyoo burger,ChIJN58q5bly2jERhRx27SVIoAk,,,,1.4873922,103.7107224,burger king singapore pte. ltd.,A,0,,FALSE,
satay mos,ChIJ-wP_0iFz2jERCq8I1Vmyfm4,,,,1.4893212,103.709149,mos foods singapore pte. ltd.,A,0,,FALSE,
sarifah jb catering,ChIJRZRGwdRz2jERzON8-sqH3sA,4.3,37,,1.4846094,103.7125207,iss catering services pte. ltd.,A,0.5173,5,FALSE,
durian corner ayam panggang,ChIJPdGuaKhz2jER7JyhMYSv4GQ,4.8,5,,1.4934716,103.699563,campers' corner outdoor outfitters pte. ltd.,A,0.40546,3,FALSE,
satay fighter amani cafe,ChIJc-MsuO572jEReYpwjRgmCuQ,4,1,,1.4935252,103.6996123,syifa' satay limited liability partnership,Unknown,0,0,FALSE,
tempong bali 2,ChIJLZfeMqBz2jER3E4Kj2KrFUM,4.2,5,,1.4935491,103.6995296,paradise inn (2) pte. ltd.,A,0.23506,3,FALSE,
w see s,ChIJA_Z4DABz2jERAaDnM6wpcbg,,,,1.4906158,103.7085738,seafood paradise (s) pte. ltd.,A,0,,FALSE,
warung mak yam,ChIJp6asOQBz2jERZA6Iv1PSqfY,4.7,3,,1.4936281,103.6991273,warung ahbamas pte ltd,A,0,1,FALSE,
cendol ibu nor power!,ChIJ9ZB2c9tz2jERukec_jx6jNc,5,2,,1.4936226,103.6989698,nor azrina binte mohamed sidek,Unknown,0.4729,2,FALSE,
abang burger & haura signature,ChIJWxv8XQBz2jERqrWjHGagRtk,5,1,,1.4916713,103.7072415,jas burger pte. ltd.,B,0,1,FALSE,
see you coffee house,ChIJLaVAStFz2jER2pg6_37cd08,5,5,,1.4881675,103.7111227,starbucks coffee singapore pte. ltd.,A,0,0,FALSE,
d'futsal corner,ChIJkyejIl5z2jERbnrfxqgAm2s,,,,1.4881675,103.7111227,kampong corner pte. ltd.,Unknown,0,,FALSE,
7 spice,ChIJOfR_R65y2jERDsghx1zuLq8,4.4,3310,3,1.4840821,103.7183952,food & spice co pte ltd,A,0.8849,5,FALSE,
asam pedas tasek,ChIJ46Wxpahy2jERsHbH7FmSiEQ,4,388,2,1.4864164,103.7238725,,Unknown,0.66252,5,FALSE,
shell,ChIJw98giady2jERzxur4l1Gmjs,3.7,63,2,1.488377,103.728386,,Unknown,0.194250769,65,FALSE,
george & dragon cafe,ChIJZxAszady2jERUmJX5kHFSAc,4.3,770,3,1.4875693,103.7260182,sarika connoisseur cafe pte ltd,A,0.96466,5,FALSE,
old street coffee sdn bhd (beletime mall),ChIJIUSwqHZz2jERPuAvvoypcd8,4,1,,1.478883,103.7197951,coffee n creme pte ltd,A,0.296,1,FALSE,
je meals,ChIJHWvGbwBz2jERlNK5W81Y2ng,,,,1.48132,103.7196234,je schmear pte ltd,A,0,,FALSE,
restoran akrd danga bay,ChIJ4yzOoZFz2jEReLotLWhZZVI,3,1,,1.4832757,103.719032,bay sieu lin,B,0,1,FALSE,
jot kitchen danga bay,ChIJUUQc4j1z2jEREG2IgDxlYFM,4,193,,1.4835947,103.719163,sea cuisine (marina bay) pte. ltd.,A,0.94484,5,FALSE,
restoran bfc,ChIJPX_YPq5y2jERMjqoWHXLSiQ,3.6,84,1,1.4835263,103.7186985,xiang tian restoran pte. ltd.,Unknown,0.4409,5,FALSE,
ema's kitchen,ChIJMWeujFYN2jERUvHLPSULa2s,4.2,46,,1.4838054,103.7188537,seafood paradise (s) pte. ltd.,A,0.37928,5,FALSE,
restoran tok ayah bistro,ChIJM2eujFYN2jERQ2LwJrtPV4c,4.4,17,,1.48361,103.7182893,tok cai wei,A,0.31456,5,FALSE,
al aly maju restaurant,ChIJ2Y5ZCQBz2jERQZMUN18B-zU,4.2,18,,1.4839479,103.7186629,texas chicken restaurant pte. ltd.,A,0.73824,5,FALSE,
hainan super cafe,ChIJXX8dIABz2jER4_5EeWx71fo,,,,1.4842948,103.7180329,hanis cafe & bakery pte. ltd.,A,0,,FALSE,
gerai selera a tasek,ChIJaY6b-0tz2jERimKq-3Kdk5A,4.6,17,,1.4854988,103.7226678,artemis fine foods a.s. pte ltd,A,0.38706,5,FALSE,
taman tasek keuy tiao kia 南滨园粿条仔,ChIJPT-PNq9y2jERUYVumZEzp64,4.2,589,1,1.4855064,103.7226775,kopi kia pte. ltd.,B,0.58778,5,FALSE,
gerai makanan 树下美食,ChIJvVKoPtpz2jER01IYk3gtqnw,3,1,,1.4855487,103.7226651,makanan bollywood  restaurant pte. ltd.,B,0.2732,1,FALSE,
nasi ayam sambal tasek,ChIJEw4n61pz2jERpdh7GiEnFRU,3.7,3,,1.4855637,103.7226733,yanti nasi padang restaurant pte ltd,B,-0.083333333,2,FALSE,
restoran choon kong长江饭店,ChIJDQLvRK9y2jERe4jbmpv2xyg,4.2,108,,1.4862256,103.7221201,lim sin choon,Unknown,0.83604,5,FALSE,
me’nate steak hub jb (johor bahru),ChIJx6d1oF5z2jERnJ1pD5qcOGk,4.4,3957,3,1.4862182,103.722269,mel's hub pte. ltd.,A,0.9368,5,FALSE,
nasi lemak sambal bilis goreng,ChIJEw2I5VFz2jER-juDRegq2U0,4,1,,1.4868414,103.7226534,mount faber nasi lemak fast food shop pte ltd,A,0,1,FALSE,
old trafford kitchen & bar,ChIJsSyqIgAT2jEREA-O_Dz4cSg,5,24,,1.4865558,103.7242138,frost bar pte ltd,B,0.79608,5,FALSE,
nasi kandar shafina restaurant,ChIJu6z9A6Zy2jERXWtMheY71V4,3.4,649,2,1.4871813,103.7235414,imperial treasure fine dining restaurant pte. ltd.,A,0.18552,5,FALSE,
pak jang legend cafe,ChIJO3Eq8klz2jERLosZ-0yH-bg,5,2,,1.4864489,103.7150715,sarika connoisseur cafe pte ltd,A,0.67465,2,FALSE,
lauk,ChIJS7-xzllz2jERxZUEzBgfdmw,4.9,850,,1.4867077,103.7245645,,Unknown,0.88318,5,FALSE,
shwarma king,ChIJIZvxk4ht2jERqusr2ijA2q0,3.6,18,,1.487855,103.7221063,kopi king pte. ltd.,A,0.29052,5,FALSE,
arabic shisha bistro,ChIJkcw7s4dt2jERpSSbXMBbej4,5,2,,1.4877156,103.7225862,26@marina bar & bistro pte ltd,B,0.47115,1,FALSE,
nasi kandar songkok,ChIJazIHQbpz2jERObBYI4ObbM4,3.5,255,,1.4877156,103.7225862,kampong ria nasi padang pte ltd,B,0.6125,5,FALSE,
restaurant al-quds,ChIJSUzTPP9z2jER6718FhDJtvk,4.5,2,,1.4878979,103.7221868,texas chicken restaurant pte. ltd.,A,0,0,FALSE,
satey budget 65 sen,ChIJTx1kTtlz2jERBwdurvsx17g,5,1,,1.4877188,103.7227608,wong kok sen,B,0.8357,1,FALSE,
r&r bristo,ChIJseUzPKFz2jERAOFoOcPpfiM,4.3,25,,1.4878517,103.7223783,r e & s enterprises pte ltd,A,-0.22872,5,FALSE,
m3 corner,ChIJSx6cewBz2jERp4ORiZz94gg,5,3,,1.4876353,103.7230948,kampong corner pte. ltd.,Unknown,0.367133333,3,FALSE,
kapten steamboat and grill,ChIJS2yKEKZy2jERrpYLIhYzWg0,4.2,1086,2,1.4873287,103.7239616,marina live seafood & steamboat pte ltd,B,0.78008,5,FALSE,
nasi ayam uncle rashid,ChIJJQswzzVt2jERBTkTbL-yNJs,4.5,8,,1.4879713,103.7228012,yanti nasi padang restaurant pte ltd,B,0.6561,5,FALSE,
gerai as ikan bakar,ChIJOYLeh8lz2jERHp_OdokdvyM,,,,1.4880434,103.722615,mariam bee binte abu bakar sidik,A,0,,FALSE,
takoyaki anna,ChIJcWsYAHdz2jER9cYi3e4kOdY,4,2,,1.4855999,103.7130756,anna tay,A,0,0,FALSE,
arab shisha,ChIJodt_cABz2jERAYaQWMaV-4c,,,,1.4870907,103.7254115,,Unknown,0,,FALSE,
zaituna restaurant مطعم زيتونة,ChIJvR7GKKZy2jER3_wCX6CzZSk,4.5,3519,2,1.4870907,103.7254115,imperial treasure fine dining restaurant pte. ltd.,A,0.92848,5,FALSE,
otak-otak tebing,ChIJAXBCfypz2jERQjXU1akj4YY,5,1,,1.486349,103.7131722,,Unknown,0,1,FALSE,
restoran sri rosmerah,ChIJ-zOELaZy2jERp5Kx3ihi6vs,4,1,,1.4874239,103.7258069,sri sivanandhaya namaha pte. ltd.,B,0.5719,1,FALSE,
burger mhp,ChIJCYacBwBz2jERuiSKYxS9zu0,,,,1.4874556,103.7258071,burger king singapore pte. ltd.,A,0,,FALSE,
bns food & catering,ChIJB6yCd7py2jERYmYjeH1Rbsk,3,1,,1.4870932,103.7136401,ho heng food & enterprise pte. ltd.,A,0,0,FALSE,
gee's kitchen,ChIJ4_Iw17py2jERLZd-E8jOAKc,,,,1.4890215,103.7167428,seafood paradise (s) pte. ltd.,A,0,,FALSE,
nasi ayam penyet asli,ChIJ6wzUZKZy2jERoYIA4pSvYek,,,,1.488798,103.7238658,yanti nasi padang restaurant pte ltd,B,0,,FALSE,
warong thai dan western,ChIJgeTxNdZz2jERuWpkQBmvuBk,5,1,,1.4891821,103.7233869,lotus thai restaurant (kpt) pte. ltd.,B,0.7697,1,FALSE,
restaurant al-waheed bistro,ChIJcyTVh6Zy2jERWwT9kiIFWxA,3,2,,1.4893305,103.7237936,imperial treasure fine dining restaurant pte. ltd.,A,0,0,FALSE,
ayam hijau norwan,ChIJjdog_6pz2jERfXQ4vJ_GliA,4.5,67,,1.4869261,103.7125755,sri bistari changi village famous ayam penyet pte. ltd.,Unknown,0.47778,5,FALSE,
johor cultural and sports club,ChIJ-0y7_qdy2jERMtzqc8yf9bg,4.1,304,2,1.4867861,103.7284017,coffee club pte ltd,A,0.84404,5,FALSE,
drastik dinamik sdn bhd,ChIJo-Q2X-hz2jERoFSX_omC9qs,,,,1.4882255,103.7129435,,Unknown,0,,FALSE,
jb style burger,ChIJ_TqSFSBt2jERn1JDyReglVo,4,3,,1.4905253,103.7165737,burger king singapore pte. ltd.,A,-0.117366667,2,FALSE,
bfc fried chicken,ChIJdTOwPbpy2jERPnIjRsRCiaY,3.8,12,,1.4882225,103.7125148,texas chicken restaurant pte. ltd.,A,-0.08064,4,FALSE,
masala grill cuisine,ChIJHxO3eVpz2jERSNJkkEE8if8,4.7,305,,1.4869401,103.7287106,imperial treasure cantonese cuisine pte. ltd.,A,0.97598,5,FALSE,
pakyad bistro,ChIJpRO1PgBz2jERoeBt3nNw5r8,4.5,2,,1.4879749,103.7120795,26@marina bar & bistro pte ltd,B,0,0,FALSE,
jcsc senorita grill & bar,ChIJDZz12kdz2jERuGSP6shpxh8,3.5,2,,1.487204,103.7285898,porters restaurant bar private limited,A,0,0,FALSE,
cupchai cafe resto,ChIJP82UxL5y2jERSIK_W3mj1To,3.8,848,2,1.4851296,103.7465463,hanis cafe & bakery pte. ltd.,A,0.37648,5,FALSE,
rasamas,ChIJjewIg0Jt2jER185e8xE80NQ,1,1,,1.495933,103.742847,,Unknown,0,0,FALSE,
subway @ larkin sentral,ChIJtbSfg0Jt2jERYX4148pHyoY,3.4,145,2,1.495929,103.742862,subway @ tampines west cc private limited,A,0.22806,5,FALSE,
medan selera cenderawasih,ChIJY4Qp8mdt2jERdfJRXhVhpYE,4.1,88,,1.4966124,103.7395462,enak selera hongkong tea house pte. ltd.,B,0.07988,5,FALSE,
cendrawasih corner,ChIJk_1c8Gdt2jERr3V3oS5SBfE,3.9,227,1,1.4966667,103.7394444,the corner house holdings pte. ltd.,A,0.57468,5,FALSE,
secret recipe dataran larkin,ChIJf-e9OWht2jERsxbyuHePRtM,4,295,2,1.497174,103.7424392,,Unknown,0.47664,5,FALSE,
yummy nasi lemak house johor bahru,ChIJRfEEsDZt2jERarP2kU9N-4w,4.3,513,2,1.4826058,103.7572882,yummy venture pte. ltd.,A,0.79318,5,FALSE,
marrybrown (mb cafe),ChIJnyHCmLIS2jERn1GRqQ0qU6c,3.3,38,2,1.4762361,103.7408254,sarika connoisseur cafe pte ltd,A,0.48906,5,FALSE,
sajian derasa,ChIJoWS0m7ES2jERfvJWrcRcPBc,3.7,3,,1.4761555,103.7412999,,Unknown,0,0,FALSE,
mb cafe,ChIJJXOVWgAT2jER4iBGF_cC5wA,4,1,,1.4762123,103.7415167,bru cafe pte. ltd.,A,0,1,FALSE,
green quba,ChIJy0Zy7Rdz2jERv3UT0ehfs9s,4.2,55,,1.4761493,103.7420198,the green bar pte. ltd.,A,0.3241,5,FALSE,
"the ""van kitchen""",ChIJ_fq-Pu8T2jER2YPJ2Rs8SSw,4.9,12,,1.4752836,103.74185,the exchange asia square pte ltd,A,0.61962,5,FALSE,
warung tujoh pagi (hutan bandar),ChIJodxQNQBt2jERDdpFa2gyUB8,4.5,4,,1.4809568,103.7450889,warung k llp,A,0.1616,4,FALSE,
mee bandung hutan bandar,ChIJXZ295cZt2jERe9T96eBSglE,,,,1.480982,103.7452071,ling chui mee,B,0,,FALSE,
mee kolok,ChIJRxCV8uZt2jERSZY6sy7NdBs,3.6,86,,1.4808167,103.7453002,qiu lian ban mee pte ltd,B,0.13606,5,FALSE,
onn kitchen,ChIJXW7sZLMS2jERn973NhWdOLE,4.2,2296,1,1.4757999,103.7453698,kitchen language pte. ltd.,A,0.86784,5,FALSE,
murtabak singapura sungai chat kolam air,ChIJFVP2XM4T2jEROgL4VbrKOpk,4.1,745,2,1.4738481,103.7367811,han chat chay,B,0.68602,5,FALSE,
restoran maadesh,ChIJqaotP6wS2jERd5v7H4d8eyw,4.1,112,,1.4736921,103.7364724,xiang tian restoran pte. ltd.,Unknown,0.09224,5,FALSE,
korea house restaurant,ChIJg0bsR7oS2jERjKs1d2RqdgE,4.3,248,,1.4733679,103.7370221,texas chicken restaurant pte. ltd.,A,0.86726,5,FALSE,
ww laksa house 水塘。辣沙,ChIJc6JlJapy2jERMHoi1LccAu8,4.1,1356,2,1.4715039,103.7365606,yu kee duck and noodle house pte. ltd.,A,0.78798,5,FALSE,
rasa rasa tmiyc,ChIJjxtuCgBt2jERtSXQ2I3F0Ck,4,2,,1.4850516,103.7465723,rasa rasa catering services pte. ltd.,Unknown,0.66125,2,FALSE,
meklokal's,ChIJZbptXABt2jERd0rHvBW5Hss,4,72,,1.4850751,103.7468084,seafood paradise (s) pte. ltd.,A,0.63882,5,FALSE,
bumbu asli kolam ayer,ChIJt4rshK4S2jERxhwHhteqRXo,3.9,151,,1.4715841,103.7365118,li li,A,0.57214,5,FALSE,
kc breakfast (kcb) larkin,ChIJRV_6YiBt2jERAzlHehyn0L0,4,4,,1.4869111,103.7462983,kc mega pte. ltd.,A,0.0193,2,FALSE,
petals & bakes,ChIJtebZ864S2jERGKcPHP7EWUA,4.2,121,2,1.4710263,103.7370921,,Unknown,0.90664,5,FALSE,
restoran jepun ikan bakar,ChIJtccWXqET2jERRGrPpNSejJM,4.6,3198,2,1.4723725,103.7456007,,Unknown,0.76524,5,FALSE,
zuru zuru,ChIJaWN_kOQT2jER0dGd_ls89E4,3.9,142,,1.4709351,103.7369663,,Unknown,0.94094,5,FALSE,
mak teh restaurant,ChIJv_AI_q4S2jER57HHfI5Fa2E,3.9,1411,2,1.470839,103.7369499,texas chicken restaurant pte. ltd.,A,0.48504,5,FALSE,
the king's murtabak idaman desaku,ChIJPfXbQZUT2jERGGedE0VpqhI,4.3,13,,1.4707636,103.7369435,the soup spoon pte ltd,A,0.57454,5,FALSE,
warong tokyah @the kuarters,ChIJTUI9lWht2jERZv-vm-UkK9E,3.9,593,2,1.4756522,103.7486935,gardens by the bay,A,0.51728,5,FALSE,
dapoq campoq ayam gepuk nong chik branch,ChIJkVWpj4ET2jERK6MwXe6qqco,3.7,207,,1.4706217,103.7369995,wild olive branch pte ltd,A,0.78338,5,FALSE,
restoran penyec jb,ChIJWYz1G9sT2jERtFFEh5VGJes,5,2,,1.4700723,103.7409338,xiang tian restoran pte. ltd.,Unknown,0.6919,2,FALSE,
dapur claypot jbee,ChIJEy0V9lUT2jERlgsvvqLn3PE,4.3,19,,1.4700616,103.7409318,geylang claypot private limited,Unknown,0.58798,5,FALSE,
rumah makan haji sendot,ChIJIbMpRAAT2jER3ZkgyXAsVGc,4,132,,1.4699984,103.7406973,makan 7 pte ltd,A,0.7776,5,FALSE,
nasi ayam ganu,ChIJL6BTBWMT2jERtZmd8Z7-lb0,5,1,,1.470247,103.7376233,kampong ria nasi padang pte ltd,B,0.9544,1,FALSE,
mu cloud kitchen,ChIJ1yYoev5t2jEREEfL7wbjZes,5,1,,1.4836496,103.7495194,kitchen language pte. ltd.,A,0,0,FALSE,
hpm foodtruck,ChIJgzatIABt2jERvLnWSO8TmRs,,,,1.4838594,103.749592,,Unknown,0,,FALSE,
